,Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name
556,12774,41.0,1.0,237.0,27.0,Model S Long Range,2021.0,124.0,42.333333333333336,40.0,Auto,e-motor,179 kW and 186 kW electric motor,6.0,"179 kW and 186 kW electric motors; 
305 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated
557,12673,41.0,1.0,237.0,27.0,"Model S Performance (19"" Wheels)",2021.0,114.0,42.333333333333336,40.0,Auto,e-motor,149 kW and 276 kW electric motor,6.0,"149 kW and 276 kW electric motors;
305 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated
558,12776,41.0,1.0,237.0,27.0,"Model S Plaid (21"" Wheels)",2021.0,102.0,42.333333333333336,40.0,Auto,e-motor,250 kW electric motors (X3),6.0,"250 kW electric motors (X3);
256 Ah battery",Tesla,https://www.tesla.com/models/design,Sedan/Wagon,ELEC,Electric,Dedicated
559,12624,41.0,1.0,237.0,29.0,Model X Long Range Plus,2021.0,109.0,42.333333333333336,40.0,Auto,e-motor,180 and 189 kW electric motor,6.0,"180 and 189 kW electric motors;
305 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated
560,12625,41.0,1.0,237.0,29.0,"Model X Performance (20"" Wheels)",2021.0,100.0,42.333333333333336,40.0,Auto,e-motor,151 and 273 kW electric motors,6.0,"151 kW and 273 kW electric motors;
305 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated
561,12629,41.0,1.0,237.0,29.0,Model Y Long Range AWD,2021.0,131.0,42.333333333333336,40.0,Auto,e-motor,69 and 201 kW electric motors,6.0,"69 and 201 kW electric motors;
235 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated
562,12628,41.0,1.0,237.0,29.0,Model Y Performance AWD,2021.0,115.0,42.333333333333336,40.0,Auto,e-motor,133 and 179 kW electric motors,6.0,"133 and 179 kW electric motors;
235 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated
563,12760,41.0,1.0,237.0,29.0,Model Y Standard Range RWD,2021.0,140.0,42.333333333333336,40.0,Auto,e-motor,209 kW electric motor,6.0,"209 kW electric motor;
158 Ah battery",Tesla,https://www.tesla.com/models/design,SUV,ELEC,Electric,Dedicated
564,12536,45.0,9.0,221.0,27.0,Avalon Hybrid,2021.0,123.0,43.0,43.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
565,12537,45.0,9.0,221.0,27.0,Avalon Hybrid XLE,2021.0,123.0,43.0,44.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
566,12609,45.0,9.0,221.0,27.0,Camry Hybrid LE,2021.0,123.0,51.0,53.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
567,12610,45.0,9.0,221.0,27.0,Camry Hybrid SE/XLE/XSE,2021.0,123.0,44.0,47.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
568,12538,45.0,9.0,221.0,27.0,Corolla Hybrid,2021.0,123.0,53.0,52.0,Auto,SI,1.8L,4.0,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
569,12584,45.0,9.0,221.0,29.0,Highlander Hybrid,2021.0,123.0,36.0,35.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
570,12585,45.0,9.0,221.0,29.0,Highlander Hybrid AWD,2021.0,123.0,35.0,35.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
571,12586,45.0,9.0,221.0,29.0,Highlander Hybrid AWD LTD/PLAT,2021.0,123.0,35.0,34.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
572,12687,9.0,1.0,221.0,27.0,Mirai Limited,2021.0,67.0,46.0,48.333333333333336,Auto,FC,134 kW electric motor,6.0,"134 kW electric motor;
311 V Lithium ion battery",Toyota,http://www.toyota.com,Sedan/Wagon,H2,Hydrogen Fuel Cell,Dedicated
573,12688,9.0,1.0,221.0,27.0,Mirai XLE,2021.0,74.0,46.0,48.333333333333336,Auto,FC,134 kW electric motor,6.0,"134 kW electric motor;
311 V Lithium ion battery",Toyota,http://www.toyota.com,Sedan/Wagon,H2,Hydrogen Fuel Cell,Dedicated
574,12539,45.0,9.0,221.0,27.0,Prius,2021.0,123.0,54.0,50.0,Auto,SI,1.8L,4.0,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
575,12540,45.0,9.0,221.0,27.0,Prius AWD,2021.0,123.0,51.0,47.0,Auto,SI,1.8L,4.0,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
576,12541,45.0,9.0,221.0,27.0,Prius Eco,2021.0,123.0,58.0,53.0,Auto,SI,1.8L,4.0,1.8L I4,Toyota,http://www.toyota.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
577,12551,57.0,1.0,221.0,27.0,Prius Prime,2021.0,112.0,55.0,53.0,Auto,unkown,1.8L,4.0,"1.8L I4;
23 & 53 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Dedicated
578,12542,45.0,9.0,221.0,29.0,RAV4 Hybrid AWD,2021.0,123.0,41.0,38.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
579,12552,57.0,1.0,221.0,27.0,RAV4 Prime AWD,2021.0,112.0,40.0,36.0,Auto,unkown,2.5L,4.0,"2.5L I4;
40 & 134 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Dedicated
580,12657,45.0,9.0,221.0,9.0,Sienna,2021.0,76.0,36.0,36.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,Van,HYBR,Hybrid Electric,Hybrid Electric
581,12658,45.0,9.0,221.0,9.0,Sienna AWD,2021.0,76.0,35.0,36.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,Van,HYBR,Hybrid Electric,Hybrid Electric
582,12543,45.0,9.0,221.0,29.0,Venza AWD,2021.0,123.0,40.0,37.0,Auto,SI,2.5L,4.0,2.5L I4,Toyota,http://www.toyota.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
583,12674,41.0,1.0,347.0,29.0,ID.4 1st,2021.0,104.0,41.0,45.666666666666664,Auto,e-motor,150 kW electric motor,6.0,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated
584,12996,41.0,1.0,347.0,29.0,ID.4 AWD Pro,2021.0,102.0,41.0,45.666666666666664,Auto,e-motor,80 and 150 kW electric motors,6.0,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated
585,12838,41.0,1.0,347.0,29.0,ID.4 Pro,2021.0,107.0,41.0,45.666666666666664,Auto,e-motor,150 kW electric motor,6.0,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated
586,12675,41.0,1.0,347.0,29.0,ID.4 Pro S,2021.0,104.0,41.0,45.666666666666664,Auto,e-motor,150 kW electric motor,6.0,"150 kW electric motor;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated
587,12995,41.0,1.0,347.0,29.0,ID.4 Pro S AWD ,2021.0,98.0,41.0,45.666666666666664,Auto,e-motor,80 and 150 kW electric motors,6.0,"80 and 150 kW electric motors;
234 Ah battery",Volkswagen,http://www.vw.com,SUV,ELEC,Electric,Dedicated
588,12662,57.0,9.0,395.0,27.0,S60 AWD,2021.0,64.0,28.0,33.0,Auto,SI,2.0L,4.0,"2.0L I4;
34 & 65 kW electric motors",Volvo,unkown,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
589,12553,57.0,9.0,395.0,27.0,S90 AWD,2021.0,64.0,28.0,31.0,Auto,SI,2.0L,4.0,"2.0L I4;
34 & 65 kW electric motors",Volvo,unkown,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
590,12554,57.0,9.0,395.0,29.0,V60 AWD,2021.0,64.0,28.0,33.0,Auto,SI,2.0L,4.0,"2.0L I4;
34 & 65 kW electric motors",Volvo,unkown,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
591,12596,41.0,1.0,395.0,29.0,XC40 Recharge,2021.0,85.0,18.333333333333332,23.666666666666668,Auto,unkown,unkown,6.0,"150 kW electric motor;
196 Ah battery",Volvo,unkown,SUV,ELEC,Electric,Dedicated
592,12589,57.0,9.0,395.0,29.0,XC60 AWD,2021.0,64.0,26.0,28.0,Auto,SI,2.0L,4.0,"2.0L I4;
34 & 65 kW electric motors",Volvo,unkown,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
593,12555,57.0,9.0,395.0,29.0,XC90 AWD,2021.0,64.0,26.0,28.0,Auto,SI,2.0L,4.0,"2.0L I4;
34 & 65 kW electric motors",Volvo,unkown,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
594,12280,45.0,9.0,365.0,29.0,MDX AWD,2020.0,90.33333333333333,26.0,27.0,Auto,SI,3.0L,6.0,3.0L V6,Acura,http://www.acura.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric
595,12377,45.0,9.0,365.0,27.0,NSX,2020.0,90.33333333333333,21.0,22.0,Auto,SI,3.5L,6.0,3.5L V6,Acura,http://www.acura.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
596,12306,45.0,9.0,365.0,27.0,RLX,2020.0,90.33333333333333,28.0,29.0,Auto,SI,3.5L,6.0,3.5L V6,Acura,http://www.acura.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
597,12379,45.0,9.0,377.0,27.0,A6 Allroad,2020.0,78.33333333333333,20.0,26.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
598,12378,45.0,9.0,377.0,27.0,A6 quattro,2020.0,78.33333333333333,22.0,29.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
599,12307,45.0,9.0,377.0,27.0,A6 quattro,2020.0,78.33333333333333,24.0,32.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
600,12383,45.0,9.0,377.0,27.0,A7 quattro,2020.0,78.33333333333333,22.0,29.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
601,12384,45.0,9.0,377.0,27.0,A8L,2020.0,78.33333333333333,17.0,26.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
602,12385,45.0,9.0,377.0,27.0,A8L,2020.0,78.33333333333333,15.0,23.0,Auto,SI,4.0L,6.0,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
603,12419,57.0,4.333333333333333,377.0,27.0,A8L,2020.0,63.666666666666664,21.0,27.0,Auto,SI,3.0L,6.0,"3.0L V6;
100 kW electric motor",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,unkown
604,12432,41.0,9.0,377.0,29.0,e-tron Sportback,2020.0,76.0,19.666666666666668,25.0,Auto,e-motor,141 kW and 172 kW electric motor,6.0,"141 kW and 172 kW electric motors;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
605,12420,57.0,4.333333333333333,377.0,27.0,Q5,2020.0,72.33333333333333,25.0,29.0,Auto,SI,2.0L,4.0,"2.0L I4;
105 kW electric motor",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,unkown
606,12386,45.0,9.0,377.0,27.0,Q7,2020.0,78.33333333333333,17.0,21.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
607,12387,45.0,9.0,377.0,27.0,Q8,2020.0,78.33333333333333,17.0,21.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
608,12436,45.0,9.0,377.0,29.0,RS Q8,2020.0,76.66666666666667,13.0,19.0,Auto,SI,4.0L,8.0,4.0L V8,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric
609,12380,45.0,9.0,377.0,27.0,S6,2020.0,78.33333333333333,18.0,28.0,Auto,SI,2.9L,6.0,2.9L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
610,12381,45.0,9.0,377.0,27.0,S7,2020.0,78.33333333333333,18.0,28.0,Auto,SI,2.9L,6.0,2.9L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
611,12382,45.0,9.0,377.0,27.0,S8,2020.0,78.33333333333333,13.0,22.0,Auto,SI,4.0L,6.0,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
612,12475,57.0,9.0,355.0,29.0,Bentayga,2020.0,66.66666666666667,17.0,21.0,Auto,SI,3.0L,6.0,"3.0L V6;
100 kW electric motor",Bentley Motors,http://www.bentleymotors.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
613,12333,57.0,9.0,211.0,27.0,530e,2020.0,67.33333333333333,25.0,31.0,Auto,SI,2.0L,4.0,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
614,12334,57.0,9.0,211.0,27.0,530e xDrive,2020.0,62.333333333333336,23.0,29.0,Auto,SI,2.0L,4.0,"2.0L I4;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
615,12294,57.0,9.0,211.0,27.0,745e xDrive,2020.0,76.33333333333333,19.0,26.0,Auto,SI,3.0L,6.0,"3.0L V6;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
616,12438,41.0,1.0,211.0,27.0,i3,2020.0,124.0,20.666666666666668,29.333333333333332,Auto,e-motor,125 kW electric motor,6.0,"125 kW electric motor;
120 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated
617,12439,41.0,1.0,211.0,27.0,i3s,2020.0,124.0,20.666666666666668,29.333333333333332,Auto,e-motor,135 kW electric motor,6.0,"135 kW electric motor;
120 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated
618,12448,57.0,9.0,211.0,27.0,i3s with Range Extender,2020.0,70.0,30.0,31.0,Auto,SI,135 kW,6.0,"0.6L I2;
135 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
619,12447,57.0,9.0,211.0,27.0,i3 with Range Extender,2020.0,70.0,30.0,31.0,Auto,SI,125 kW,6.0,"0.6L I2;
125 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
620,12408,57.0,9.0,211.0,27.0,i8 Coupe,2020.0,69.0,26.0,29.0,Auto,SI,1.5L,3.0,"1.5L I3; 
105 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
621,12409,57.0,9.0,211.0,27.0,i8 Roadster,2020.0,69.0,26.0,29.0,Auto,SI,1.5L,3.0,"1.5L I3; 
105 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
622,12442,57.0,9.0,211.0,29.0,X3 xDrive30e,2020.0,58.666666666666664,21.0,27.0,Auto,SI,2.0L,4.0,"2.0L I4;
80 kW electric motor",BMW,www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
623,12351,41.0,1.0,215.0,27.0,Bolt EV,2020.0,127.0,27.0,41.0,unkown,e-motor,150 kW electric motor,6.0,"150 kW electric motor;
188 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated
624,12262,35.0,1.0,215.0,25.0,Colorado 2WD,2020.0,93.66666666666667,20.0,30.0,Auto,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
625,12263,35.0,1.0,215.0,25.0,Colorado 4WD,2020.0,93.66666666666667,19.0,28.0,Auto,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
626,12264,35.0,1.0,215.0,25.0,Colorado ZR2 4WD,2020.0,93.66666666666667,18.0,22.0,Auto,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
627,12496,37.0,3.0,215.0,9.0,Express 2500,2020.0,66.66666666666667,35.333333333333336,36.0,Auto,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,CNG_GSLN,CNG - Bi-fuel,Dual/Bi-Fueled
628,12495,3.0,1.0,215.0,9.0,Express 2500,2020.0,13.333333333333334,17.666666666666668,21.666666666666668,Auto,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,CNG,CNG - Compressed Natural Gas,Dedicated
629,12490,39.0,3.0,215.0,9.0,Express 2500,2020.0,66.66666666666667,35.333333333333336,36.0,Auto,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,LPG_GSLN,Propane - Bi-fuel,Dual/Bi-Fueled
630,12489,55.0,1.0,215.0,9.0,Express 2500,2020.0,76.0,29.0,30.0,Auto,SI,6.0L,8.0,6.0L V8,Chevrolet,http://www.chevrolet.com,Van,LPG,Propane,Dedicated
631,12301,11.0,5.0,215.0,27.0,Impala,2020.0,14.0,18.0,28.0,Auto,SI,3.6L,6.0,3.6L V6,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,E85_GSLN,Ethanol (E85),Flexible Fuel
632,12295,35.0,1.0,215.0,25.0,Silverado 2WD,2020.0,93.66666666666667,23.0,33.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
633,12303,11.0,5.0,215.0,25.0,Silverado 2WD,2020.0,11.0,15.0,19.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
634,12302,11.0,5.0,215.0,25.0,Silverado 4WD,2020.0,11.0,14.0,18.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
635,12296,35.0,1.0,215.0,25.0,Silverado 4WD,2020.0,93.66666666666667,23.0,29.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
636,12269,11.0,5.0,215.0,29.0,Suburban C1500 2WD,2020.0,11.0,15.0,22.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel
637,12270,11.0,5.0,215.0,29.0,Suburban K1500 4WD,2020.0,11.0,14.0,21.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel
638,12271,11.0,5.0,215.0,29.0,Tahoe C1500 2WD,2020.0,11.0,15.0,22.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel
639,12272,11.0,5.0,215.0,29.0,Tahoe K1500 4WD,2020.0,11.0,15.0,21.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel
640,12335,57.0,9.0,223.0,9.0,Pacifica Hybrid,2020.0,82.0,29.0,30.0,Auto,SI,3.6L,6.0,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,Hybrid Electric
641,12389,45.0,9.0,219.0,27.0,Escape AWD HEV,2020.0,123.33333333333333,43.0,37.0,Auto,SI,2.5L I4,4.0,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
642,12388,45.0,9.0,219.0,27.0,Escape FWD HEV,2020.0,123.33333333333333,44.0,37.0,Auto,SI,2.5L I4,4.0,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
643,12455,57.0,9.0,219.0,29.0,Escape FWD PHEV,2020.0,91.0,43.0,38.0,Auto,SI,2.5L,4.0,"2.5L I4;
36 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
644,12275,11.0,5.0,219.0,29.0,Explorer AWD FFV,2020.0,11.0,16.0,23.0,Auto,SI,3.5L,6.0,3.5L V6,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel
645,12309,45.0,9.0,219.0,29.0,Explorer HEV AWD,2020.0,123.33333333333333,23.0,26.0,Auto,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
646,12308,45.0,9.0,219.0,29.0,Explorer HEV RWD,2020.0,123.33333333333333,27.0,29.0,Auto,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
647,12458,35.0,1.0,219.0,25.0,F-150 2WD,2020.0,75.66666666666667,21.0,29.0,Auto,CI,3.0L,6.0,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),Dedicated
648,12476,57.0,9.0,219.0,25.0,F-150 2WD/4WD,2020.0,91.0,43.0,40.0,Auto,unkown,"2.7L, 3.3L",6.0,"2.7L V6, 3.3L V6;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,Hybrid Electric
649,12484,37.0,3.0,219.0,25.0,F-150 2WD/4WD,2020.0,75.66666666666667,20.666666666666668,27.666666666666668,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,CNG_GSLN,CNG - Bi-fuel,Dual/Bi-Fueled
650,12468,3.0,1.0,219.0,25.0,F-150 2WD/4WD,2020.0,50.0,34.0,38.666666666666664,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,CNG,CNG - Compressed Natural Gas,Dedicated
651,12480,55.0,1.0,219.0,25.0,F-150 2WD/4WD,2020.0,112.0,50.0,47.333333333333336,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,LPG,Propane,Dedicated
652,12487,39.0,3.0,219.0,25.0,F-150 2WD/4WD,2020.0,75.66666666666667,20.666666666666668,27.666666666666668,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,LPG_GSLN,Propane - Bi-fuel,Dual/Bi-Fueled
653,12357,11.0,5.0,219.0,25.0,F-150 2WD FFV,2020.0,14.0,19.0,25.0,Auto,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
654,12358,11.0,5.0,219.0,25.0,F-150 2WD FFV,2020.0,12.0,17.0,23.0,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
655,12459,35.0,1.0,219.0,25.0,F-150 4WD,2020.0,75.66666666666667,20.0,25.0,Auto,CI,3.0L,6.0,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),Dedicated
656,12360,11.0,5.0,219.0,25.0,F-150 4WD FFV,2020.0,12.0,15.0,21.0,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
657,12359,11.0,5.0,219.0,25.0,F-150 4WD FFV,2020.0,13.0,18.0,23.0,Auto,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
658,12460,35.0,1.0,219.0,25.0,F-150 4WD XL/XLT,2020.0,75.66666666666667,21.0,29.0,Auto,CI,3.0L,6.0,3.0L V6,Ford,https://www.ford.com,Pickup,BD,Biodiesel (B20),Dedicated
659,12337,57.0,9.0,219.0,27.0,Fusion Energi Plug in Hybrid FWD,2020.0,103.0,43.0,40.0,Auto,SI,2.0L,4.0,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
660,12310,45.0,9.0,219.0,27.0,Fusion Hybrid FWD,2020.0,123.33333333333333,43.0,41.0,Auto,SI,2.0L I4,4.0,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
661,12311,45.0,9.0,219.0,27.0,Fusion Hybrid TAXI,2020.0,123.33333333333333,43.0,40.0,Auto,SI,2.0L I4,4.0,2.0L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
662,12336,57.0,9.0,219.0,27.0,Fusion Special Service PHEV,2020.0,103.0,43.0,40.0,Auto,SI,2.0L,4.0,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
663,12469,11.0,5.0,219.0,25.0,Super Duty F-250,2020.0,12.666666666666666,17.0,23.0,Auto,SI,6.2L,8.0,6.2L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
664,12486,37.0,3.0,219.0,25.0,Super Duty F-250 2WD/4WD,2020.0,75.66666666666667,20.666666666666668,27.666666666666668,Auto,SI,"6.2L, 7.3L",8.0,"6.2L V8, 7.3L V8",Ford,https://www.ford.com,Pickup,CNG_GSLN,CNG - Bi-fuel,Dual/Bi-Fueled
